Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
,,Research First,Alien Air Conditioning and Heating llc,Air conditioning contractor,Phoenix,AZ,'+1 602-824-9494,virginia@alienairconditioning.com,4.9,249,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.alienairconditioning.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Virginia Snider,,,,,
,,Research First,Mr. Appliance of West Phoenix,appliance repair,Phoenix,AZ,'+16028992423,,4.9,230,56,50,56,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.mrappliance.com/west-phoenix/?cid=LSTL_MRA-US000194,https://www.google.com/maps/search/?api=1&query=Mr.%20Appliance%20of%20West%20Phoenix&query_place_id=ChIJSZIIHvRsK4cRVu-mjt9uyqQ,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Action Plumbing Heating Air & Electric,plumber,Tempe,AZ,'+14808081641,,4.9,226,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://actionplumbing.net/,https://www.google.com/maps/search/?api=1&query=Action%20Plumbing%20Heating%20Air%20%26%20Electric&query_place_id=ChIJ7elkVTgPK4cRSSJlgHwGojk,Source record only; verify immediately before outreach.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Kore Roofing,Roofing contractor,Scottsdale,AZ,'+1 480-470-5848,mmarsh@abmay.com,4.9,226,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.koreroofing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Maria Marsh,,,,,
,,Research First,Lee Collins Air Conditioning,HVAC contractor,Phoenix,AZ,'+1 602-944-1571,cott@leecollinsac.com,4.7,200,56,56,49,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://leecollinsac.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Ken Van Cott,,,,,
,,Research First,Sun Devil Heating and Cooling,Air conditioning contractor,Phoenix,AZ,'+1 602-466-1932,jason@sundevilaz.com,4.8,200,56,56,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,http://www.sundevilaz.com/,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Phoenix trades call list · Jul 2026 | Angi paid-advertiser research · Jul 21,Jason Clayton,,,,,
,,Research First,Bug Guardian Pest Prevention,pest control,Tempe,AZ,'+14803452847,,4.9,191,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://mybugguardian.com/,https://www.google.com/maps/search/?api=1&query=Bug%20Guardian%20Pest%20Prevention&query_place_id=ChIJl2s3ljYPK4cR-WZPlohAmuM,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,"Stout Roofing, Inc. | Mesa",Roofing contractor,Mesa,AZ,'+1 480-999-3525,ray@stoutroofing.com,5,191,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.stoutroofing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Ray De Brouwer,,,,,
,,Research First,"ABC Air Conditioning, Inc.",HVAC contractor,Phoenix,AZ,'+1 602-971-8700,KSMEDELY@ABCAIRCONDITIONING.COM,5,187,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.abcairconditioning.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Karon  Smedely,,,,,
,,Research First,Puls Appliance Repair Phoenix,Appliance repair service,,AZ,'+1 480-462-5228,ih@cellsavers.com,3.6,178,56,56,51,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://puls.com/local/az/phoenix/appliances,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Itai Hirsch,,,,,
,,Research First,Arizona Termite & Pest Solutions,pest control,Chandler,AZ,'+14803599600,,4.9,177,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://arizonapestsolutions.com/,https://www.google.com/maps/search/?api=1&query=Arizona%20Termite%20%26%20Pest%20Solutions&query_place_id=ChIJ-fj3oiWtK4cRw1q6E6KNujg,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,"Alliance Plumbing Service & Repair, LLC",Plumber,Phoenix,AZ,'+1 480-633-3020,jpeters@allianceplumbingaz.com,3.8,176,56,56,51,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.allianceplumbingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,jeff peters,,,,,
,,Research First,Alan's Air,hvac contractor,Mesa,AZ,'+16024691824,,4.8,170,56,39,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.alansairplumbingaz.com/,https://www.google.com/maps/search/?api=1&query=Alan's%20Air&query_place_id=ChIJfzUVWdMLK4cRdmSO6iaLkW8,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,DeGeorge Plumbing and HVAC,Plumber,Phoenix,AZ,'+1 602-830-3977,C.Hawksworth@degeorgeplumbing.com,4.9,163,56,56,55,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.degeorgeplumbing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Clark Hawksworth,,,,,
,,Research First,The Painters Lounge,Painting studio,Phoenix,AZ,'+1 602-315-4045,stacey@thepainterslounge.com,4.8,163,56,56,55,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.thepainterslounge.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Stacey Stiffler,,,,,
,,Research First,Heartfelt Home Watch,house cleaning,Gilbert,AZ,'+14805886556,,4.9,162,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://heartfelthomewatch.com/,https://www.google.com/maps/search/?api=1&query=Heartfelt%20Home%20Watch&query_place_id=ChIJ0YnGsnCpK4cRLSemZduJKJU,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Bella's Home Cleaning,house cleaning,San Tan Valley,AZ,'+14802898966,,4.9,156,56,50,56,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,http://bellashomecleaning.com/,https://www.google.com/maps/search/?api=1&query=Bella's%20Home%20Cleaning&query_place_id=ChIJrf7MxNNJKocRQIalgCxQMxw,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,American Plumbing and Rooter,plumber,Chandler,AZ,'+14808885213,,4.9,151,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://americanplumbingaz.com/,https://www.google.com/maps/search/?api=1&query=American%20Plumbing%20and%20Rooter&query_place_id=ChIJi4LUWimoK4cRnqNZvQMV7us,Source record only; verify immediately before outreach.,2026-07-21,Arizona service leads · Maps Jul 8 / audit Jul 9 | Yelp sponsored-result research · Jul 21,,,,,,
,,Research First,Canyon State Roofing & Consulting,Roofing contractor,Phoenix,AZ,'+1 602-400-1635,mmarsh@abmay.com,5,147,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://canyonstateroofs.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Maria Marsh,,,,,
,,Research First,Honest Air Inc.,hvac contractor,Mesa,AZ,'+14809340407,,4.8,147,56,39,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://honestairconditioning.net/,https://www.google.com/maps/search/?api=1&query=Honest%20Air%20Inc.&query_place_id=ChIJ6R_870mkK4cRKyjIgpBKnvg,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Carole's House Cleaning,house cleaning,Scottsdale,AZ,'+14808067480,,4.8,144,56,50,56,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://www.housecleaningbycarole.com/service-location/scottsdale-az,https://www.google.com/maps/search/?api=1&query=Carole's%20House%20Cleaning&query_place_id=ChIJeT1EiC0LK4cRywl0AI_IQqs,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Scottsdale Roofing and Gutters,Roofing contractor,Scottsdale,AZ,'+1 480-426-0885,mmarsh@abmay.com,5,139,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.scottsdaleroofingandgutters.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Maria Marsh,,,,,
,,Research First,A & M Mechanical LLC,HVAC contractor,,AZ,'+1 602-405-8289,amy@chillitaz.com,5,137,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.chillitaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Amy Mcclure,,,,,
,,Research First,Core Landscape,landscaper,Gilbert,AZ,'+16025252606,,4.7,135,56,50,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website check blocked,https://corelandscape.com/,https://www.google.com/maps/search/?api=1&query=Core%20Landscape&query_place_id=ChIJdfNyl3SvK4cRlzjnRAFIN4k,Automated check was blocked; inspect manually.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,"MNS Plumbing - Plumber Anthem, AZ",Plumber,Phoenix,AZ,'+1 602-362-4524,m.pratt@mnsplumbing.com,4.8,133,56,56,55,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.mnsplumbing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Mark Pratt,,,,,
,,Research First,Dial One Mears Air Conditioning & Heating Inc,HVAC contractor,Phoenix,AZ,'+1 602-997-5701,susan@mearsac.com,5,128,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.mearsac.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Susan Mears,,,,,
,,Research First,Champion Plumbing & Rooter,Plumber,Phoenix,AZ,'+1 602-269-6323,leslie@callthechamps.com,4.7,125,56,56,55,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://championplumbingandrooter.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Leslie Harpole,,,,,
,,Research First,PANDA Carpet and Tile Cleaning,tile and grout cleaning,Gilbert,AZ,'+14807263222,,4.9,123,56,50,56,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not audited,https://pandacc.com/,https://www.google.com/maps/search/?api=1&query=PANDA%20Carpet%20and%20Tile%20Cleaning&query_place_id=ChIJgSVTWbmtK4cR6CwVL4ODC3Q,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Elevate Roofing Pros,Roofing contractor,Phoenix,AZ,'+1 602-837-3888,daniel@elevatedcommercialroofing.com,5,117,56,56,48,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://elevateroofingpros.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Daniel Brennan,,,,,
,,Research First,AccuTemp Refrigeration,HVAC contractor,Phoenix,AZ,'+1 602-957-3745,brenda.cooper@accutempaz.com,4.8,114,56,56,55,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://accutempaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Brenda Cooper,,,,,
,,Research First,Huffman's Heating & Cooling LLC,hvac contractor,Surprise,AZ,'+16236061145,,4.9,114,56,39,56,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://handyandyac.com/,https://www.google.com/maps/search/?api=1&query=Huffman's%20Heating%20%26%20Cooling%20LLC&query_place_id=ChIJbbdpJFFZK4cRu-OMF3V7Xlo,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,,,,,,
,,Research First,CertaPro Painters of Scottsdale,Painter,Phoenix,AZ,'+1 480-962-8180,vkinney@certapro.com,4.9,113,56,56,55,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://certapro.com/Scottsdale/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Valerie Kinney,,,,,
,,Research First,Red Rock Painting llc,Painter,Phoenix,AZ,'+1 602-799-8339,tfleckx8@yahoo.com,4.8,113,56,56,55,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.redrockpainting.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,Tonya Fleck,,,,,
